교량명,시설물종별등급구분,시도명,시군구명,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수,경간수,최대경간장,교통량
두교1교(상),2,경기도,안성시,135,10.1,2,강박스거더교,B,DB-24,8,3,45,7587
두교1교(하),2,경기도,안성시,135,11,2,강박스거더교,B,DB-24,8,3,45,7587
두교2교,기타,경기도,안성시,30,21.1,4,PSCI거더교,A,DB-24,8,1,30,7587
두교3교(상),1,경기도,안성시,230,17.2,3,강박스거더교,B,DB-24,8,5,50,7587
두교3교(하),1,경기도,안성시,230,14.7,3,강박스거더교,B,DB-24,8,5,50,7587
두교4교,기타,경기도,안성시,11,25,4,라멘교,A,DB-24,8,1,13.2,7587
죽산2교,2,경기도,안성시,110,33.9,8,라멘교,B,DB-24,8,4,27.5,13608
누산교,기타,경기도,김포시,90,34.4,6,PSCI거더교,A,DB-24,9,3,30,34252
마송IC교,기타,경기도,김포시,30.2,28.2,6,PSCI거더교,A,DB-24,9,1,30.2,34252
칠곡육교,기타,경기도,안성시,20,20.5,4,라멘교,A,DB-24,9,1,20,21819
천서교,기타,경기도,여주시,41.1,10.9,2,프리플렉스거더교,A,DB-24,11,1,41.1,4255
신대IC교,기타,경기도,평택시,35.2,28.1,6,PSC슬래브교,A,DB-24,7,1,35.2,37918
팽성교,기타,경기도,평택시,40.4,27.9,6,PSC슬래브교,A,DB-24,7,1,40.4,37918
팽성IC교,기타,경기도,평택시,35.1,31.9,6,PSCI거더교,A,DB-24,7,1,35.1,37918
평택대교,1,경기도,평택시,1210,29.9,6,엑스트라도즈드교,B,DB-24,7,9,160,37918
삼정교,기타,경기도,평택시,16,27.9,6,라멘교,A,DB-24,7,1,16,37918
길음1교,기타,경기도,평택시,10,27.9,6,라멘교,A,DB-24,7,1,10,37918
길음2교,기타,경기도,평택시,24,36.5,8,라멘교,A,DB-24,7,2,12,37918
길음IC교,기타,경기도,평택시,35,28.5,8,프리플렉스거더교,A,DB-24,7,1,35,37918
미촌교,기타,경기도,평택시,30,30,6,PSCI거더교,A,DB-24,7,1,30,37918
길음교,기타,경기도,평택시,47.5,28.8,6,프리플렉스거더교,A,DB-24,7,1,47.5,37918
당거교,기타,경기도,평택시,30,28.2,6,프리플렉스거더교,A,DB-24,7,1,30,37918
숙성1교,기타,경기도,평택시,60,27.9,6,프리플렉스거더교,A,DB-24,7,2,30,37918
숙성2교,기타,경기도,평택시,35,28.1,6,프리플렉스거더교,A,DB-24,7,1,35,37918
숙성3교,기타,경기도,평택시,27.6,27.9,6,라멘교,A,DB-24,7,2,13.8,37918
숙성4교,기타,경기도,평택시,15,28.1,6,라멘교,A,DB-24,7,1,15,37918
오성1교,기타,경기도,평택시,10,37.5,6,라멘교,A,DB-24,7,1,10,37918
오성2교,기타,경기도,평택시,95,28.1,6,프리플렉스거더교,A,DB-24,7,2,47.5,37918
교포천교,기타,경기도,평택시,45,32.1,7,프리플렉스거더교,A,DB-24,7,1,45,37918
오성IC교,기타,경기도,평택시,35,31.9,7,PSCI거더교,A,DB-24,7,1,35,37918
고촌고가교,2,경기도,김포시,129,9.8,2,강박스거더교,B,DB-24,10,3,49,44004
신원4교,기타,경기도,이천시,15,28,6,라멘교,A,DB-24,5,1,15,14311
응암 RAMP-C교,2,경기도,이천시,52,6,1,강박스거더교,B,DB-24,5,1,52,14150
응암 RAMP-B교,2,경기도,이천시,52,6,1,강박스거더교,B,DB-24,5,1,52,14150
응암2교,2,경기도,이천시,52,21,4,강박스거더교,B,DB-24,5,1,52,14150
응암1교,2,경기도,이천시,52,20.9,4,강박스거더교,B,DB-24,5,1,52,14150
가산교,1,경기도,이천시,120,20.9,4,강박스거더교,B,DB-24,5,3,50,14150
송온교,기타,경기도,이천시,30,21,4,PSCI거더교,A,DB-24,5,1,30,8490
월양천교,기타,경기도,이천시,25,21,4,PSCI거더교,A,DB-24,5,1,25,8490
수정교,기타,경기도,이천시,15,33,4,라멘교,A,DB-24,5,1,15,8490
죽당1교,기타,경기도,이천시,30,21,4,PSCI거더교,A,DB-24,5,1,30,8490
부발 RAMP-B교,기타,경기도,이천시,40,14,2,프리플렉스거더교,A,DB-24,5,1,40,8490
부발교,2,경기도,이천시,50,36,8,강박스거더교,B,DB-24,5,1,50,14311
고사천교,기타,경기도,이천시,30,28,6,PSCI거더교,A,DB-24,5,1,31,14311
신원3교,2,경기도,이천시,50,28,6,강박스거더교,B,DB-24,5,1,50,14311
신원2교,기타,경기도,이천시,15,28,6,라멘교,A,DB-24,5,1,15,14311
신원1교,1,경기도,이천시,300,28,6,강박스거더교,B,DB-24,5,6,50,14311
우곡교,2,경기도,이천시,50,28,6,강박스거더교,B,DB-24,5,1,50,14311
도지2교,기타,경기도,이천시,15,35,6,라멘교,A,DB-24,5,1,15,14311
도지1교,2,경기도,이천시,50,28,6,강박스거더교,B,DB-24,5,1,50,14311
모전교,기타,경기도,이천시,15,28,6,라멘교,A,DB-24,5,1,15,14311
향남1교,기타,경기도,화성시,20.2,28,4,라멘교,B,DB-24,15,1,20.2,8033
향남2교,기타,경기도,화성시,18.4,26,4,라멘교,B,DB-24,15,1,18.4,8033
향남3교,기타,경기도,화성시,19,11.5,4,라멘교,B,DB-24,15,1,19,8033
요당교,기타,경기도,화성시,12,25,4,라멘교,B,DB-24,17,1,12,18748
번천3교,3,경기도,광주시,80,7.2,1,PSCI거더교,B,DB-24,17,2,40,10876
서호2교,2,경기도,화성시,150,26.3,4,PSCI거더교,B,DB-24,6,5,30,15974
서호1교,2,경기도,화성시,135,26.3,4,PSCI거더교,B,DB-24,6,3,45,15974
수화3교,기타,경기도,화성시,40,26.3,4,PSCI거더교,A,DB-24,6,1,40,15974
수화2교,2,경기도,화성시,140,33.3,6,PSCI거더교,B,DB-24,6,4,35,15974
백사IC교,기타,경기도,이천시,30,31.9,6,PSCI거더교,A,DB-24,6,1,30,14311
신대2교,기타,경기도,이천시,45,35.9,6,강박스거더교,A,DB-24,6,1,45,14311
RAMP-F교,기타,경기도,이천시,40,7.9,1,PSCI거더교,A,DB-24,6,1,40,20523
신대1교,기타,경기도,이천시,40,27.9,6,PSCI거더교,A,DB-24,6,1,40,20523
장신교,기타,경기도,이천시,17,86.6,6,라멘교,A,DB-24,6,1,17,20523
도봉2교,기타,경기도,이천시,15,31.9,6,라멘교,A,DB-24,6,1,15,20523
도봉1교,기타,경기도,이천시,30,27.9,6,PSCI거더교,A,DB-24,6,1,30,20523
수하3교(상),2,경기도,이천시,100,13.9,3,강박스거더교,B,DB-24,6,3,40,20523
수하3교(하),2,경기도,이천시,100,13.9,3,강박스거더교,B,DB-24,6,3,40,20523
수하2교,기타,경기도,이천시,40,35.9,6,PSCI거더교,A,DB-24,6,1,40,20523
수하1교,기타,경기도,이천시,40,27.9,6,강박스거더교,A,DB-24,6,1,40,20523
지석3교,기타,경기도,이천시,15,27.9,6,라멘교,A,DB-24,6,1,15,20523
괸돌교,기타,경기도,이천시,14,9.4,2,라멘교,A,DB-24,6,1,14,20523
지석2교,기타,경기도,이천시,35,27.9,6,PSCI거더교,A,DB-24,6,1,35,20523
지석1교(상),기타,경기도,이천시,12,14.9,3,라멘교,A,DB-24,6,1,12,20523
지석1교(하),기타,경기도,이천시,12,14.9,3,라멘교,A,DB-24,6,1,12,20523
봉현육교,기타,경기도,광주시,80,8.9,2,강박스거더교,A,DB-24,6,2,40,20523
봉현1교(상),기타,경기도,광주시,10,14.9,3,라멘교,A,DB-24,6,1,10,20523
봉현1교(하),기타,경기도,광주시,10,14.9,3,라멘교,A,DB-24,6,1,10,20523
설월교(상),기타,경기도,광주시,30,14.9,3,PSCI거더교,A,DB-24,6,1,30,20523
설월교(하),기타,경기도,광주시,30,14.9,3,PSCI거더교,A,DB-24,6,1,30,20523
부항교(상),2,경기도,광주시,180,14,3,PSCI거더교,B,DB-24,6,6,30,20523
부항교(하),2,경기도,광주시,150,14,3,PSCI거더교,B,DB-24,6,5,30,20523
오향교,2,경기도,광주시,150,35.9,8,PSCI거더교,B,DB-24,6,5,30,20523
열미4교(RAMP-E),기타,경기도,광주시,30.4,7.9,3,PSCI거더교,A,DB-24,6,1,30.4,20523
열미3교(RAMP-D),기타,경기도,광주시,30.5,7.9,3,PSCI거더교,A,DB-24,6,1,30.5,20523
열미2교,기타,경기도,광주시,30.5,27.9,6,PSCI거더교,A,DB-24,6,1,30.5,20523
열미IC교,기타,경기도,광주시,35.1,27.9,6,PSCI거더교,A,DB-24,6,1,35.1,40914
열미1교(상),2,경기도,광주시,180,14.9,3,PSCI거더교,B,DB-24,6,6,30,40914
열미1교(하),2,경기도,광주시,180,14.9,3,PSCI거더교,B,DB-24,6,6,30,40914
늑현교(상),1,경기도,광주시,280,14.9,3,강박스거더교,B,DB-24,6,5,70,40914
늑현교(하),1,경기도,광주시,280,14.9,3,강박스거더교,B,DB-24,6,5,70,40914
용수교(상),2,경기도,광주시,392,14.9,3,PSCI거더교,B,DB-24,6,12,45,40914
용수교(하),2,경기도,광주시,392,14.9,3,PSCI거더교,B,DB-24,6,12,45,40914
상하1교,1,경기도,용인시 기흥구,150,20.9,4,강박스거더교,B,DB-24,5,3,60,33506
상하2교,2,경기도,용인시 기흥구,265,26,4,강박스거더교,B,DB-24,5,7,45,33506
상하IC RAMP-A교,1,경기도,용인시 기흥구,180,8.1,1,강박스거더교,B,DB-24,5,4,50,33506
상하3교,2,경기도,용인시 기흥구,210,21.1,4,PSCI거더교,B,DB-24,5,6,35,33506
궁촌교,1,경기도,용인시 처인구,235,22.6,4,강박스거더교,B,DB-24,5,5,60,33506
궁촌IC RAMP-B교,기타,경기도,용인시 처인구,30,6.6,1,강박스거더교,A,DB-24,5,1,30,33506
궁촌1교(상),기타,경기도,용인시 처인구,60,11.6,2,PSCI거더교,A,DB-24,5,2,30,33506
궁촌1교(하),기타,경기도,용인시 처인구,60,11.4,2,PSCI거더교,A,DB-24,5,2,30,33506
하고개교(상),2,경기도,용인시 처인구,175,11.6,2,PSCI거더교,B,DB-24,5,5,35,33506
하고개교(하),2,경기도,용인시 처인구,175,11.4,2,PSCI거더교,B,DB-24,5,5,35,33506
역동교,기타,경기도,용인시 처인구,45,21.2,4,PSCI거더교,A,DB-24,5,1,45,33506
명지교,1,경기도,용인시 처인구,130,21.2,4,PSC박스거더교,B,DB-24,5,3,50,33506
동진1교,기타,경기도,용인시 처인구,40,29.2,4,PSCI거더교,A,DB-24,5,1,40,33506
동진2교,기타,경기도,용인시 처인구,13,73,4,RC슬래브교,A,DB-24,5,1,13,33506
신기교,기타,경기도,용인시 처인구,40,24.3,4,PSCI거더교,A,DB-24,5,1,40,24978
신기1교,기타,경기도,용인시 처인구,40,21.1,4,PSCI거더교,A,DB-24,5,1,40,24978
안터교,기타,경기도,용인시 처인구,30,20.9,4,PSCI거더교,A,DB-24,5,1,30,24978
대촌IC RAMP-A교,2,경기도,용인시 처인구,50,14.1,2,강박스거더교,B,DB-24,5,1,50,24978
대촌IC RAMP-D교,기타,경기도,용인시 처인구,16,10.2,2,라멘교,A,DB-24,5,1,16,24978
궁촌IC Ramp-B2교,1,경기도,용인시 처인구,110,5.5,1,강박스거더교,B,DB-24,3,3,50,33506
궁촌IC Ramp-D교,2,경기도,용인시 처인구,140,5.5,1,강박스거더교,B,DB-24,3,4,40,33506
연풍과선교,3,경기도,파주시,25,16,4,PSCI거더교,B,DB-24,20,1,25,12482
신탄교(확),3,경기도,연천군,60,10.5,2,RC슬래브교,C,DB-24,24,5,15,1494
신원교,기타,경기도,양평군,15,19.5,4,라멘교,B,DB-24,31,1,15,23122
도곡교,기타,경기도,양평군,15,19.5,4,라멘교,B,DB-24,31,1,15,23122
국수교(구),3,경기도,양평군,50,11.2,2,PSCI거더교,B,DB-24,50,2,25,23122
고읍교,2,경기도,양평군,100,19.5,4,RC슬래브교,C,DB-24,31,5,20,18890
하자포교,3,경기도,양평군,22,10.9,2,RC슬래브교,B,DB-24,42,2,11,7239
백현교,3,경기도,양평군,45,10.5,2,라멘교,C,DB-24,31,3,17,5776
삼밭교,3,경기도,가평군,20.4,10.9,2,라멘교,B,DB-24,24,2,10.2,4120
회곡교,3,경기도,가평군,50,10.5,2,RC슬래브교,B,DB-24,29,4,14,4120
궁평교,기타,경기도,연천군,13.2,9,2,라멘교,B,DB-24,31,1,13.2,5853
객현교,기타,경기도,파주시,15,11,2,라멘교,C,DB-24,35,1,15,4858
송우교,3,경기도,포천시,24,17.5,4,RC슬래브교,B,DB-24,38,2,12,15195
포천2교,3,경기도,포천시,72,17.5,4,RC슬래브교,B,DB-24,37,5,14.4,16796
포천3교,3,경기도,포천시,22,17.5,4,RC슬래브교,C,DB-24,37,2,11,15507
신북교,기타,경기도,포천시,18.3,16.9,4,라멘교,C,DB-24,34,1,18.3,15507
만세교(구),3,경기도,포천시,57,9.7,2,PSCI거더교,B,DB-24,35,2,28.5,15507
양문교,3,경기도,포천시,24,19,4,RC슬래브교,C,DB-24,32,2,12,8678
영중교,2,경기도,포천시,100,19,4,PSCI거더교,C,DB-24,31,4,25,8678
서두교,3,경기도,포천시,30,19,4,RC슬래브교,C,DB-24,29,2,15,9153
경교,3,경기도,포천시,22,19,4,RC슬래브교,B,DB-24,31,2,11,4811
1금남교,3,경기도,남양주시,40,10.5,2,RC슬래브교,B,DB-24,29,3,14,4863
신구운교,2,경기도,가평군,102.7,10.3,2,PSCI거더교,B,DB-24,28,4,25.7,18724
구운교,2,경기도,가평군,102,10,2,PSCI거더교,B,DB-24,36,4,25.5,18724
대성교,기타,경기도,가평군,15.2,9.3,2,RCT거더교,C,DB-24,36,1,15.2,18724
소석교,3,경기도,가평군,50,10.5,2,PSCI거더교,C,DB-24,29,2,25,14315
원대교,3,경기도,가평군,25,18.9,4,PSCI거더교,C,DB-24,36,1,25,18724
1대성교,1,경기도,가평군,668.5,10,2,PSCI거더교,B,DB-24,36,26,25.3,14315
청평1교,2,경기도,가평군,200,10,2,RC중공슬래브교,B,DB-24,36,10,20,14315
청평2교,2,경기도,가평군,200,10,2,RCT거더교,C,DB-24,36,10,20,14315
하감교,3,경기도,가평군,20,17.5,4,라멘교,C,DB-24,34,2,10,14315
감천교,3,경기도,가평군,24,17.5,4,라멘교,C,DB-24,34,2,12,14315
상천교(확),기타,경기도,가평군,10,18.4,4,RC슬래브교,B,DB-24,34,1,10,14315
하색교(확),3,경기도,가평군,45,20.5,4,RC슬래브교,C,DB-24,34,3,15,12279
가평2교(구),1,경기도,가평군,300,11,2,PSC박스거더교,C,DB-24,34,6,50,12279
경강교(구),1,경기도,가평군,650,11,2,PSC박스거더교,C,DB-24,34,13,50,12279
신청평1교,2,경기도,가평군,200,10,2,PSC중공슬래브교,B,DB-24,28,10,20,14315
신청평대교,1,경기도,가평군,620,12,2,강박스거더교,B,DB-24,28,11,60,3477
덕소강변대교,1,경기도,남양주시,1610.7,19.5,4,강박스거더교,B,DB-24,28,37,50,24423
2금남교,기타,경기도,남양주시,15,11,2,RC슬래브교,B,DB-24,27,1,15,4863
송촌교,3,경기도,남양주시,30,11,2,RC슬래브교,B,DB-24,27,2,15,5546
봉암교,3,경기도,파주시,50,19.5,4,RC슬래브교,B,DB-24,27,4,13.5,17216
등원교,3,경기도,파주시,60,19.5,5,RC슬래브교,C,DB-24,27,4,15,13354
월롱교,2,경기도,파주시,101.1,19.5,4,RC슬래브교,B,DB-24,23,7,15,17216
조안교,기타,경기도,남양주시,16,11,2,RC슬래브교,B,DB-24,27,1,16,6488
애미교,2,경기도,연천군,120,19.5,4,강플레이트거더교,B,DB-24,27,3,40,8906
내곡교,3,경기도,남양주시,30.1,19.5,3,PSCI거더교,B,DB-24,27,1,30.1,18066
광전1교,2,경기도,남양주시,100,19.5,4,PSCI거더교,B,DB-24,27,4,25,18066
광전2교,3,경기도,남양주시,60,9,2,RC슬래브교,B,DB-24,27,4,15,18066
번영교,기타,경기도,남양주시,18,9,1,라멘교,B,DB-24,27,1,18,18066
청학교,1,경기도,남양주시,216,19.5,4,강박스거더교,B,DB-24,27,4,60,18066
덕소교,기타,경기도,남양주시,13,19.5,4,라멘교,B,DB-24,28,1,13,24423
도곡교,3,경기도,남양주시,90.3,18.5,4,PSCI거더교,C,DB-24,28,3,30.1,24423
도곡육교,기타,경기도,남양주시,14,19.5,4,라멘교,B,DB-24,28,1,14,24423
초성교,2,경기도,연천군,307,20,4,강박스거더교,C,DB-24,26,7,45,9865
한탄교,2,경기도,연천군,360,20,4,강박스거더교,C,DB-24,26,9,40,9972
은대육교,3,경기도,연천군,30.1,20,4,프리플렉스거더교,B,DB-24,26,1,30.1,8906
아신교,기타,경기도,양평군,15,23,4,라멘교,B,DB-24,26,1,15,18890
가평육교,3,경기도,가평군,22.1,17.5,4,라멘교,B,DB-24,34,2,15.7,12279
과선교,기타,경기도,남양주시,80,19.5,4,강박스거더교,B,DB-24,7,2,40,17002
신월교,기타,경기도,남양주시,90,19.5,6,RC슬래브교,B,DB-24,7,6,15,17002
임송교,2,경기도,남양주시,197.8,19.5,4,PSCI거더교,B,DB-24,29,7,28.4,18066
부평1육교,기타,경기도,남양주시,16.5,19.5,4,라멘교,B,DB-24,26,1,16.5,18358
부평2육교,기타,경기도,남양주시,13,19.5,4,라멘교,B,DB-24,26,1,13,18358
부평육교,기타,경기도,남양주시,15,19.5,4,라멘교,B,DB-24,26,1,15,19065
기장1교,3,경기도,포천시,30.3,20.3,4,PSCI거더교,B,DB-24,26,1,30.3,19065
기장2교,3,경기도,포천시,40,19.5,4,RC슬래브교,C,DB-24,26,3,15,19065
기장3교,3,경기도,포천시,65,19.5,4,RC슬래브교,C,DB-24,26,4,18,19065
신효죽교,3,경기도,포천시,30.4,19.5,4,PSCI거더교,C,DB-24,26,1,30.4,14083
청담교,3,경기도,포천시,20.3,19.5,4,PSCI거더교,C,DB-24,26,1,20.3,14083
다대소교(상),3,경기도,양평군,21,9.8,2,라멘교,B,DB-24,23,2,10.5,4608
삼성교,3,경기도,양평군,70,19.5,4,RC슬래브교,B,DB-24,23,5,15,4608
마정1교,기타,경기도,파주시,19.8,30,5,라멘교,B,DB-24,25,1,19.8,4146
통일육교,2,경기도,파주시,60,28,5,강박스거더교,C,DB-24,25,1,60,4146
통일대교,1,경기도,파주시,900,24,4,강박스거더교,B,DB-24,25,16,60,4146
신내교,기타,경기도,양평군,15,19.5,4,라멘교,B,DB-24,25,1,15,7239
흑천교,1,경기도,양평군,190,19.5,4,강박스거더교,B,DB-24,25,4,50,7239
회현교,기타,경기도,양평군,15,19.5,4,라멘교,C,DB-24,25,1,15,7239
팔당교,2,경기도,남양주시,120,19.5,4,프리플렉스거더교,B,DB-24,25,3,40,24423
팔당육교,1,경기도,남양주시,450,19.5,4,강박스거더교,C,DB-24,25,9,50,24423
봉안대교(상),1,경기도,남양주시,750,11,2,강박스거더교,B,DB-24,25,13,60,24423
봉안대교(하),1,경기도,남양주시,750,11,2,강박스거더교,B,DB-24,25,13,60,24423
조안철도육교,3,경기도,남양주시,30.4,19.5,4,PSCI거더교,C,DB-24,25,1,30.4,24423
조안램프교,3,경기도,남양주시,60.6,6.5,1,PSCI거더교,B,DB-24,25,2,30.3,23122
조안IC교,3,경기도,남양주시,45,19.5,4,강박스거더교,B,DB-24,25,1,45,23122
신양수대교,1,경기도,양평군,2180,19.5,4,강박스거더교,B,DB-24,25,47,75,23122
용담대교,1,경기도,양평군,2380,10.8,2,강박스거더교,C,DB-24,27,48,50,23122
복포과선교,1,경기도,양평군,170,19.5,4,강박스거더교,C,DB-24,25,3,60,18890
국수교(신),3,경기도,양평군,50,10.3,2,PSCI거더교,B,DB-24,31,2,25,23122
만세교(신),3,경기도,포천시,57,9.2,2,PSCI거더교,C,DB-24,33,2,28.5,15507
조종교,2,경기도,가평군,150.6,22.9,5,PSCI거더교,B,DB-24,25,6,25.2,14315
청평대교,2,경기도,가평군,125,10.7,2,PSCI거더교,C,DB-24,25,5,25,3477
양수IC교,3,경기도,양평군,25,19.5,4,강플레이트거더교,A,DB-24,25,1,25,23122
두포교,3,경기도,파주시,51.8,27.1,4,라멘교,C,DB-24,23,3,20,9592
마진교,3,경기도,남양주시,35,11,2,RC슬래브교,B,DB-24,24,2,17.5,5546
덕평1교,3,경기도,양평군,90,19.5,4,강박스거더교,B,DB-24,24,2,45,14268
덕평2교,3,경기도,양평군,30,22.8,4,프리플렉스거더교,B,DB-24,24,1,30,14268
상평육교,기타,경기도,양평군,15,22.8,4,라멘교,B,DB-24,24,1,15,14268
덕평육교,3,경기도,양평군,40.1,8.5,2,프리플렉스거더교,B,DB-24,24,1,40.1,14268
백석육교,3,경기도,양평군,40,8.5,2,프리플렉스거더교,B,DB-24,24,1,40,14268
백동육교,기타,경기도,양평군,15,19.5,4,라멘교,B,DB-24,24,1,15,14268
백안2육교,기타,경기도,양평군,15,22.8,5,라멘교,B,DB-24,24,1,15,14268
신흥육교,기타,경기도,양평군,15,26,6,라멘교,B,DB-24,24,1,15,14268
대흥1육교,기타,경기도,양평군,15,19.5,5,라멘교,B,DB-24,24,1,15,14268
대흥교,3,경기도,양평군,45,19.5,4,RC슬래브교,B,DB-24,24,3,17,14268
삼성교(상),2,경기도,양평군,160.2,11,2,강박스거더교,B,DB-24,24,4,45,14268
삼성교(하),2,경기도,양평군,160.2,11,2,강박스거더교,B,DB-24,24,4,45,14268
군자교,기타,경기도,포천시,15,28.4,7,라멘교,B,DB-24,24,1,15,3252
신진군교,1,경기도,포천시,200,19.5,4,강박스거더교,C,DB-24,24,4,50,3252
신백의교,1,경기도,포천시,300,19.5,4,강박스거더교,B,DB-24,24,6,50,3252
우암교,1,경기도,연천군,220,19.5,4,강박스거더교,C,DB-24,24,4,60,5853
문암교,3,경기도,포천시,90.7,19.5,4,PSCI거더교,C,DB-24,25,3,30.3,4811
운천3교,기타,경기도,포천시,17.4,19.5,4,라멘교,B,DB-24,26,1,17.4,4811
운천4교,기타,경기도,포천시,15,19.5,4,라멘교,B,DB-24,26,1,15,4811
내촌육교,3,경기도,포천시,35,19.7,4,강박스거더교,C,DB-24,24,1,35,19065
내촌1교,3,경기도,포천시,85,28.1,6,강박스거더교,B,DB-24,24,2,42.4,19065
내촌2교,2,경기도,포천시,105,19.5,4,PSCI거더교,B,DB-24,24,4,30,19065
서파육교,3,경기도,포천시,30,19.5,4,PSCI거더교,B,DB-24,24,1,30,14083
가평2교(신),1,경기도,가평군,300,11,2,PSC박스거더교,C,DB-24,24,6,50,12279
경강교(신),1,경기도,가평군,650,11,2,PSC박스거더교,C,DB-24,24,13,50,12279
청운교,2,경기도,양평군,120.3,19.5,4,PSCI거더교,B,DB-24,23,4,30.1,4712
용두교,3,경기도,양평군,90,19.5,4,PSCI거더교,B,DB-24,23,3,30,4712
용두육교,3,경기도,양평군,45,18.5,4,강박스거더교,B,DB-24,23,1,45,4712
